# English method dictionary: word<TAB>Traditional Chinese candidate
# Generated from MCK-compatible English keys; project choices may override ambiguous mappings.
aardvark	土豬
eggshell	蛋殼
egoist	利己主義
egomania	自大狂
egotistical	狂妄
egregious	出尖
egypt	埃及
egyptian	埃及人
egyptsyria	埃敘
eifi	灋
eight	八
eightday	八天
eighteen	十八
eighteenth	第十八
eighth	第八
eightieth	第八十
eighty	八十
eilat	埃拉特
either	而且
ejaculate	射精
ejaculation	射出
eject	彈出
elaborate	精巧
elapse	流逝
elastic	鬆緊帶
elasticity	彈力
elated	美滋滋
elation	高昂
elbow	手肘
elder	年長
elderly	上了年紀
elders	先輩
eldest	最年長
elect	當選
elected	選入
election	選舉
electric	用電
electrical	電
electrician	電工
electricity	電能
electrification	電氣化
electrified	有電
electrify	電氣化
electrocardiogram	心電圖
electrochemistry	電化學
electrode	電極
electrolysis	電解
electrolyte	電解質
electromagnet	電磁鐵
electromagnetic	電磁
electromagnetism	電磁學
electron	電子
electronegativity	電負性
electronic	電子
electronics	電子學
electrophoresis	電泳
electroplated	電鍍
electroplating	電鍍
elegance	高雅
elegant	文雅
elegy	悲歌
element	有點
elementary	容易
elephant	大象
elevation	標高
elevator	電梯
eleven	十一
eleventh	第十一
elf	小精靈
eligible	有資格
eliminate	清除
elite	精英
elixirs	酏
elizabeth	伊莉莎白
elk	清史
ella	漫畫書
ellipse	橢圓
elliptic	橢圓
elm	油畫
elo	漫畫家
elope	私奔
eloquence	口才
eloquent	雄辯
else	要不然
elsewhere	其他地方
elucidate	辯明
elucidation	闡釋
elysium	極樂世界
emaciated	骨瘦如柴
email	電子郵件
emanation	發射
emancipate	解放
emancipator	救星
emanuel	以馬內利
embankment	堤防
embarass	往臉上抹黑
embargo	禁運
embark	搭乘
embarrass	不好意思
embarrassed	難為情
embarrassing	使人尷尬
embarrassment	困窘
embassy	大使館
embed	鑲嵌
embellish	潤飾
embellishment	美化
ember	餘燼
embers	燼
embezzle	侵吞
embezzlement	中飽
embitter	加劇
embittered	憤恨
emblem	象徵
embody	使具體化
emboss	壓花
embossing	凹凸印刷
embrace	包羅
embroider	刺繡
embroidery	刺繡品
embryo	胎兒
embryology	胚胎學
emerald	祖母綠
emerge	出來
emergency	突發
emeritus	榮譽
emigrant	僑
emigration	出國
eminent	聞名
emir	埃米爾
emirate	酋長國
emissary	使者
emission	發射
emit	散發
emollient	柔軟劑
emotion	情感
emotional	有感染力
empathize	體諒
empathy	同理心
emperor	皇帝
emphasis	重點
emphasize	著重
emphysema	肺氣腫
empire	大企業
empirical	實證
empiricism	經驗主義
employ	使用
employed	受僱
employee	從業人員
employees	幹部
employer	老板
employment	就業
emporium	雜貨店
empower	大用
empress	女皇
emptied	空
emptiness	空虛
empty	沒有
emptyhanded	兩手空空
emu	沒電
emulate	模仿
emulation	仿真
emulator	模擬器
emulsifier	乳化劑
emulsify	乳化
emulsion	乳劑
enable	能夠
enamel	光漆
encampment	駐地
encapsulation	封閉性
encase	套
encash	兌現
encephalitis	腦炎
enchant	引人入胜
enchanted	心醉
enchanting	有魅力的
enchantment	魔法
enchantress	狐狸精
encircle	包圍
encircling	轉圈
encite	鼓動
enclose	附上
enclosure	附件
encode	加碼
encompass	周圍
encounter	遇到
encourage	助長
encouraged	振作
encouragement	獎
encroach	超出
encroachment	侵略
encrypt	加密
encrypted	加密後的
encryption	加密
encumber	拖累
encyclopedia	百科全書
encyclopedic	百科
end	法子
endanger	危及
endangered	瀕臨絕種
endeavor	力圖
endeavour	力圖
ending	結局
endless	不斷
endlessly	不已
endogenous	內生
endorse	批轉
endowment	才
endurance	持久力
endure	經受
enemy	大害
energetic	有活力
energetically	起勁
energy	能量
energysaving	節能
enervated	枯萎
enfeoffment	封地
enfold	蒙皮
enforce	強制
enforcement	強制
engage	交手
engagement	約會
engaging	嫣然
engine	發動機
engineer	工程師
engineering	工程
england	英國
english	英國
engrave	雕刻
engraving	版刻
engrossed	只顧
engulf	席捲
enhance	增進
enigmatic	神祕莫測
enjoin	責令
enjoy	喜愛
enjoyable	有意思
enlarge	放大
enlargement	腫大
enlighten	點化
enlightened	開明
enlightenment	開明
enlist	入伍
enmesh	落網
enmity	敵意
enormous	極大
enormously	大大
enough	相當地
enquire	質詢
enquiry	詢問
enraged	懥
enraptured	心醉神迷
enrich	使﹍豐富
enroll	錄取
ensemble	集合體
enserf	役
ensign	旗手
enslave	奴役
ensure	保證
entailment	蘊涵
entangle	纏結
entangled	羸
entanglement	糾葛
entente	協約
enter	進入
enteritis	腸炎
enterobiasis	蟯蟲病
enterotoxins	腸毒素
enterovirus	腸病毒
enterprise	事業
entertain	歡樂
entertainer	表演者
entertainment	文娛節目
enthalpy	焓
enthralled	醉心
enthusiasm	熱心
enthusiast	愛好者
enthusiastic	熱心
enthusiastically	起勁
entice	挑動
entire	全球
entirely	全部地
entirety	整體
entitle	有資格
entity	實體
entomology	昆蟲學
entrance	大門
entranced	出神
entrap	誣陷
entreat	哀求
entreaty	懇求
entrenched	據守
entrepreneur	企業家
entropy	熵
entrust	交托
entrusted	受託
enumerate	列舉
enunciation	發脫口齒
envelop	包住
envelope	信封
enviable	讓人羡慕
envious	眼紅
enviromentalism	保環主義
environment	環境
environs	坰
envisage	設想
envision	預見
envoy	使者
envy	眼饞
eolian	風成
ephedra	麻黃
ephemeral	一夜露水
ephesis	以弗所
epic	史詩
epicenter	震中
epidemic	瘟疫
epidemicity	傳染性
epidemicprevention	衛生防疫
epidemiology	傳染病學
epidermis	表皮
epilepsy	驚癇
epilog	尾聲
episode	插曲
epistemology	知識論
epitaph	墓誌銘
epithelium	上皮
epitomize	標幟
epitope	決定簇
epoch	時代
epochmarking	劃時代
eprom	可擦寫可編程祇讀存儲器
equal	等於
equality	相等
equalize	相等
equalizer	均壓線
equally	相等
equate	等同
equation	同等看待
equator	赤道
equestrian	馬術
equestrianism	馬術
equidae	馬科
equilibrium	平衡
equip	整裝
equipartition	等分
equipment	設備
equitable	公正
equity	資產
equivalent	同樣
equivocal	多義
equivocality	多義關係
equivocate	模稜兩可
era	時光
eradicate	根除
erasable	可擦寫
erase	清除
eraser	黑板擦
erect	高聳
erection	勃起
ergrave	鐫刻
erhu	二胡
ericsson	愛立信
eritrea	厄立特里亞
erode	侵蝕
eros	滿足佢
erosion	消蝕
erotic	情色
eroticism	性感
err	法器
errand	使命
erroneous	謬
error	出錯
ersatz	假的
erudite	學海
erudition	學識
erupt	爆發
erysipelas	丹毒
erythema	癜
erythrocyte	紅細胞
erythromycin	紅霉素
escalade	雲梯
escalate	不斷惡化
escalation	逐步升級
escalator	電梯
escape	避開
escort	護送
eskimo	愛斯基摩人
esophagus	食道
especially	十分
espionage	間諜活動
espresso	濃咖啡
esquire	男性尊稱
essay	文章
essaywriting	隨筆
essen	埃森
essence	本質
essences	調味
essential	不可缺
essentially	本質上
essentials	要領
est	愛沙尼亞
establish	成立
established	悠久
establishment	會社
estate	地產
esteem	尊重
ester	酯
esterification	酯化
esthetics	審美
estimable	值得敬佩
estimate	預計
estonia	愛沙尼亞
estranged	疏遠
estrangement	隔閡
estriol	雌三醇
estrogen	雌激素
estrus	動情期
estuary	河口
etc	法典
etcetera	等等
etch	蝕刻
eternal	萬古長青
eternally	地久天長
ethanal	乙醛
ethanol	酒精
ether	以太
ethernet	以太網
ethic	道德
ethics	道德
ethiopia	埃塞俄比亞
ethnic	種族
ethnicity	種族
ethos	風貌
ethyl	乙
ethylene	乙烯
etiquette	規矩
etymology	名源
etymon	本意
eu	清出
eucalyptus	桉樹
euclid	歐氏
euclidean	歐式
eugenics	優生學
eukaryotic	真核
eulogize	傳頌
eulogy	誄
eunuch	宦官
euphemism	委婉語
euphemistic	委婉
euphonium	低音大號
eurasia	歐亞
euratom	歐洲原子能聯營
euro	歐元
eurocent	歐分
europe	西洋
european	歐洲
euthanasia	安樂死
eva	測繪
evacuate	轉移安置
evacuation	疏散措施
evade	回避
evaluate	講評
evaluation	考評
evaporate	蒸發
evaporation	蒸發
evasive	支吾其詞
eve	法線
even	就是
evenhanded	不偏不倚
evening	黃昏
eveningtime	晚間
evensong	晚禱
event	大事
eventful	多事
eventuality	不虞
eventually	最後
ever	不斷地
everglade	沼澤地
evergreen	常青
everlasting	無極
every	一切
everybody	人人
everyday	經常
everyone	大家
everything	一切
everywhere	到處
evesdrop	監聽
evict	收回
evidence	人證
evident	清楚
evil	不幸
evildoer	害人蟲
evildoing	非
evolution	進化
evolve	演變
ewe	母羊
ex	法旨
exacerbate	加劇
exact	一絲不苟
exacting	苛
exactly	可不是
exaggerate	大作
exaggerated	誇張
exaggerating	侈
exaggeration	過頭話
exalt	擢陞
exaltation	超升
exalted	倜
exam	考試
examination	考試
examine	看看
example	事例
exasperate	使怒
excavate	發掘
excavator	挖土機
exceed	高於
exceeding	過度
exceedingly	不得了
excel	過人
excellence	卓越
excellent	出色
except	不計
exception	例外
exceptional	出奇
exceptionally	份外
excerpt	摘記
excess	過多
excessive	過多
excessively	過於
exchange	交流
excise	切除
excitable	應激性
excite	使興奮
excited	興奮
excitedly	衝衝
excitement	興奮
exciting	使興奮
exclaim	嘆
exclamation	感嘆句
exclude	除外
excluding	之外
exclusive	獨家
excommunicate	絕罰
excrement	大便
excrete	排瀉
excruciating	萬分痛苦
exculpate	分辨
excursion	遠足
excuse	道歉
execute	生效
executed	受刑
execution	實行
executioner	劊子手
executive	主管人員
exegesis	釋經
exemplar	事例
exemplify	體現
exempt	豁免
exemption	免除
exercise	行使
exert	努
exhale	呼
exhaust	用完
exhausted	精疲力盡
exhausting	辛苦
exhaustion	散架
exhaustive	周延
exhibit	發揮
exhibition	表演
exhort	勸告
exile	流放
exist	生存
existence	存在
existentialism	存在主義
existing	既有
exit	出口
exodus	出埃及記
exogenous	外生
exorcise	破解
exotic	外來
exotoxin	表皮剝脫素
expand	發展
expansion	擴張
expansive	豪爽
expatriates	僑民
expect	意料
expectation	所料
expectations	重望
expected	預期
expedient	權宜
expedite	加速
expedition	征程
expel	開除
expell	除名
expenditure	經費
expenditures	開支
expense	經費
expenses	開支
expensive	高價
experience	資歷
experienced	有經驗
experiment	實驗
experimental	試驗
experiments	實驗
expert	大方
expertise	專門知識
expire	過期
explain	交代
explanation	說明
explicit	不含糊
explode	起爆
exploit	開採
exploitation	剝削
exploration	探測
exploratory	探索性
explore	發掘
explorer	探險家
explosion	爆炸
explosive	爆炸物
export	出口
exports	出口貨
expose	展露
exposed	外露
exposition	論述
exposure	暴光
expound	闡釋
express	名狀
expression	表現
expressions	詞語
expressway	高速路
expropriate	據為己有
exquisite	考究
extant	現存
extemporaneous	即興
extend	推廣
extended	昡
extension	伸展
extensive	大規模
extensively	盛
extent	地步
exterminate	全殲
external	以外
extinct	已滅
extinction	絕種
extinguish	滅絕
extinguished	熄滅
extol	歌頌
extort	追索
extortion	敲詐
extra	附加
extract	提取
extracurricular	課外
extradite	引渡
extraempirical	超經驗
extramarital	婚外
extraneous	冗
extranet	企業間網路
extraordinary	了不起
extrapolate	外推
extras	雜費
extraterrestrial	外星人
extravagance	揮霍無度
extravagant	一擲千金
extreme	非常
extremely	不得了
extremist	極端份子
extremists	激進份子
extremity	末端
extrinsic	外在
extrovert	外向
exuberant	旺盛
exudate	滲出物
exude	滲出
exultation	大喜
exurb	衛星城
exuvium	蛻皮
exwife	前妻
eye	沒辦法
eyeball	眼球
eyebrow	眉毛
eyebrows	眉尖
eyecatching	引人注意
eyeglasses	眼鏡
eyelash	眼睫毛
eyelashes	睫毛
eyelid	眼皮
eyepiece	目鏡
eyes	眼目
eyesight	視力
eyewitness	目擊者
fabaceae	豆科
fable	寓言
fabricate	編造
fabricated	虛妄
fabrics	紡織品
fabulous	好極
face	面對
facebook	面書
facetoface	相向
facilitate	使容易
facilities	設備
facing	面前
facsimile	傳真
fact	事實
faction	政派
factionalism	派性
factor	成因
factorization	因式分解
factory	工廠
facula	光斑
faculty	學院
fade	走色
faded	菸
fahrenheit	華氏
fail	不能夠
failed	未成
failing	弱點
failure	故障
faint	發昏
fainting	頭昏眼暗
fair	一般
fairly	比較
fairy	仙女
fairyland	仙境
faith	信念
faithful	忠實
fake	假的
falcon	鷹
fall	下降
fallacy	謬論
false	不真實
falsehood	謬誤
falsify	作假
falter	衰退
fame	名目
familiar	密切
familiarlooking	眼熟
family	家人
famine	災荒
famished	忍飢挨餓
famous	有名
fan	發燒友
fancy	想要
fanfare	大張旗鼓
fang	飛硬
fantasize	空想
fantastic	好極
fantasy	做夢
faq	常問問題
far	光合
faraway	遠門
farce	趣劇
fare	車錢
farewell	送別
farfetched	牽強
farm	種地
farmer	莊稼漢
farmhouse	農舍
farming	農業
farmland	田地
farmyard	農家庭院
farsi	波斯語
farsighted	遠視
farsightedness	前瞻性
fart	放屁
farther	更遠
fascicule	分冊
fascinate	迷住
fascinated	心醉
fascinating	有趣
fascination	魅力
fashion	時裝
fashionable	時興
fast	大齋
fasten	系上
fasting	空心
fat	當關
fatal	出人命
fatalism	宿命論
fatalistic	宿命論
fatality	遇難者
fate	時運
father	老子
fatherinlaw	公公
fathom	噚
fatigue	疲勞
fatty	胖人
faucet	龍頭
fault	不是
faultless	一百一
fauna	鳥獸
favor	人情
favorable	有利
favored	受惠
favorite	心頭肉
fawn	迎合
fax	傳真
fay	火星文
fcc	分組賽
fcs	發展商
fddi	照相機
fealty	忠義
fear	生怕
fearful	可怕
fearless	不怕
feasibility	可行性
feasible	可行
feast	節日
feat	功績
feather	羽毛
feathered	身披羽毛
feature	特點
features	面貌
february	二月
feces	大便
fecn	前向擁塞通知
fed	熏染
federal	聯邦
federalism	聯邦制
federation	聯邦
fee	光溜溜
feeble	軟弱
feebleminded	傻乎乎
feed	飼料
feedback	回饋
feeder	飼養者
feeding	餵養
feel	覺得
feeler	觸角
feelers	觸鬚
feeling	情感
feelings	情事
feet	英尺
feign	裝作
felicity	祺
felix	費利克斯
fell	採伐
fellow	同伴
fellowofficial	寮
fellowship	交情
fellowtraveler	同道者
fellowworker	同僚
felon	重犯
felony	重罪
felt	毛氈
fema	糊塗一時
female	女子
feminine	風姿綽約
femininity	女色
feminism	女性主義
femur	股骨
fence	擊劍
fencing	劍術
fengshui	風水
fennel	小茴香
fenugreek	胡蘆巴
ferment	發酵
fermentation	酵
fermion	費米子
fermium	鐨
fern	蕨類
ferocious	厲害
ferrari	法拉利
ferret	雪貂
ferrous	亞鐵
ferry	小輪
fertile	多產
fertility	生育能力
fertilize	施肥
fertilized	受精
fertilizer	化肥
fervent	熱切
fervor	熱誠
fester	潰爛
festival	節日
festoon	結彩
fetch	取
fetish	迷戀
fetishism	拜物教
fetter	腳鐐
fetters	束縛
fettling	補爐
fetus	胎兒
feud	世仇
feudal	封建
feudalism	封建主義
fever	發熱
feverish	發熱
few	不多
fiance	未婚夫
fiancee	未婚妻
fiat	菲亞特
fiber	纖維
fiberglass	玻璃鋼
fibre	纖維
fibril	原纖維
fibromyalgia	纖維肌痛
fibrous	纖維狀
fickle	多變
fiction	小說
fictitious	虛擬
fiddle	小提琴
fiddler	小提琴手
fiddly	煩瑣
fidelity	保真度
fidgety	煩躁
fief	採邑
field	方面
fieldpath	畔
fiend	惡魔
fiendish	凶惡
fierce	激烈
fiercelooking	獰
fiercely	切激
fiery	如火
fifa	國際足球聯合會
fifteen	十五
fifteenth	第十五
fifth	第五
fiftieth	第五十
fifty	五十
fig	無花果
fight	上陣殺敵
fighter	戰士
fighting	戰事
figuratively	比喻
figure	人物
figures	數碼
fiji	華爾滋
filament	絲狀物
filbert	榛果
fild	薄層
file	文件
files	案卷
filial	孝
filings	屑
filipino	菲律賓人
fill	裝滿
filled	充填
filling	充填物
filly	幼馬
film	電影
filmediting	剪接
filmmaking	電影製作
filmstrip	幻燈片
filter	過濾
filtering	濾波
filth	污垢
filthy	不乾不淨
filtrate	濾液
fin	芬蘭
final	最後
finalize	審定
finally	到了
finance	理財
financial	金融
find	發現
finding	發現物
fine	不賴
finesse	手腕
finger	手指
fingernail	指甲
fingerprint	指紋
fingertip	指尖
fingertips	指尖
finicky	嬌氣
finish	了結
finished	完蛋
finite	有限
finland	芬蘭
finnicky	嬌貴
fins	鰭
fir	半成品
fire	解僱
firearm	火器
firebird	鵷
firebrick	耐火磚
firecracker	爆竹
firecrackers	鞭砲
firefight	交火
firefighter	消防員
firefighting	消防
firefly	螢火蟲
firefox	小熊貓
fireman	消防隊員
fireplace	壁爐
firepower	火力
fireproof	耐熱
fireresistant	耐火
fireside	爐邊
firewall	火牆
firewood	柴薪
fireworks	煙花
firm	果決
firmament	蒼天
firmly	堅固
firmness	堅定性
firmware	固件
first	一次
firstclass	第一流
firstrate	優等
fiscal	財政
fish	打魚
fishbowl	魚缸
fishcake	魚餅
fisher	魚夫
fisherman	魚夫
fisherwoman	漁婦
fishery	漁業
fishes	魚類
fishhook	漁鉤
fishingline	緡
fishnet	漁網
fishpond	魚池
fishspear	銛
fishy	不是味兒
fissile	可裂變
fission	分裂
fissure	裂罅
fist	拳頭
fistacuffs	拳術
fistula	瘺
fit	發熱
fitting	得體
fittings	配件
five	五
fix	改過
fixed	一定
fixture	裝置物
fizzy	發泡
flabbergasted	傻眼
flabby	軟弱
flag	國旗
flagellum	鞭節
flagging	淡薄
flagship	旗艦
flagstone	石板
flail	連枷
flake	片
flaking	鬆脫
flaky	酥
flame	火光
flames	焱
flamethrower	火焰噴射器
flaming	熊熊
flamingo	火烈鳥
flammability	可燃性
flammable	可燃性
flange	凸緣
flank	腹部
flannel	絨布
flare	閃亮
flareup	發作
flash	閃現
flashcard	閃卡
flashing	露陰癖
flashy	華而不實
flask	長頸瓶
flat	沒電
flatbread	面餅
flatfish	比目魚
flatten	打倒
flatter	過獎
flatterer	拍馬者
flattering	憸
flattery	馬屁
flatworm	扁蟲
flaunt	標榜
flavor	口味
flavoring	調料
flaw	火羅
flawless	完美無缺
flax	亞麻
flea	跳蚤
fled	佛洛依德
fledglings	鷇
flee	出走
fleece	羊毛
fleet	車隊
fleeting	短促
flesh	血肉
flexibility	機動性
flexible	有彈性
flicker	閃爍
flickering	閃閃
flight	班次
fling	粉嶺
flint	打火石
flirt	調情
flirtatious	嬌媚
float	漂浮
floating	浮
floccule	絮片
flock	群
flog	追比
flood	大水
flooded	潦
flooding	洪澇
floor	地面
floozy	蕩婦
flora	草木
florence	佛羅倫薩
floriculture	種花
florida	佛羅里達
floss	牙線
flounder	比目魚
flour	白麵
flourish	生殖
flourishing	如火如荼
flow	流動
flower	開花
flowery	如花
flowing	流動性
flowmeter	流量計
flu	流感
fluctuate	變幻
fluctuation	波動性
flue	氣道
fluency	掌握
fluent	流利
fluently	流利地
fluffy	蓬鬆
fluid	流體
fluidity	流動性
fluke	僥倖
flung	科隆
flunk	落榜
fluor	螢石
fluorescence	熒光
fluoridation	氟化
fluoride	氟化物
fluorination	氟化
fluorine	芴
fluorosilicate	氟硅酸
fluorspar	螢石
flurried	蒼黃
flurry	疾風
flush	淹沒
flustered	慌張
flute	長笛
flutist	長笛吹奏者
flutter	招展
flux	通量
fly	鳳禮苑
flyer	宣傳冊
flying	飛行
fm	發問
foam	泡沫
focus	一意
focussing	對焦
fodder	草料
foe	爛飯
fog	歡樂谷
foggy	霧茫茫
foil	少年郎
fold	折疊
folder	資料夾
foliage	葉子
foliated	葉片狀
folk	民間
folklore	民俗學
folksong	繇
folktale	民間故事
folkways	民風
follicle	卵泡
follow	接著
follower	弟子
following	以下
folly	蠢事
foment	教唆
fondle	撫摸
fondness	嗜好
font	書體
food	食物
foodstuff	食品
foodstuffs	糧食
fool	半條命
foolhardy	蠻干
foolish	三八
foolishness	傻氣
foot	英尺
football	足球
footbinding	裹腳
footbridge	杠
footfault	踩線
foothills	山麓
foothold	立足點
footing	基腳
footnote	註腳
footpath	走道
footprint	足跡
footrest	擱腳物
footstep	腳步
footstool	腳凳
footwork	步法
for	當局
forbear	留情
forbearance	耐心幫助
forbes	福布斯
forbid	不准
forbidden	不准許
forbidding	詻
force	動力
forceful	有力
forcemeat	餡
forceps	鉗子
forcibly	強制
fore	前面
forearm	前臂
forebear	祖宗
forebears	前人
forebode	預示
foreboding	畏懼
forecast	料及
forefather	祖
forefinger	食指
foregone	定局
foreground	前景
forehead	前額
foreign	對外
foreigner	外人
foreleg	前肢
forelegs	前腿
forelimb	前肢
foreman	工頭
forenoon	上半晌
forensics	法醫學
foreordination	前生召喚
forerunner	前身
foresee	料到
foresight	前瞻
foreskin	包皮
forest	樹林
forestall	搶先
forestation	造林
forestry	林學
foretell	預示
forethought	前瞻
forever	永世
forewarned	虞
foreword	前言
forex	外匯
forfeit	被沒收
forge	打製
forged	偽
forgery	冒牌貨
forget	忘記
forgetful	惛
forgive	原諒
forgiveness	寬恕
forgiving	包容
fork	分叉
forlorn	絕望
form	程式
formal	正式
formalin	福馬林
formalities	手續
format	版式
formation	隊形
former	過去
formerly	以前
formidable	可怕
formless	無形
formosa	福摩薩
formula	式子
formulate	表述
formulation	說法
fornication	亂倫
forsake	背叛
forsythia	連翹
fort	堡壘
forth	以後
forthcoming	坦白
forthright	明朗
forthwith	立刻
fortification	築城
fortify	設防
fortitude	忍耐力
fortnight	兩星期
fortnightly	半月刊
fortuitously	湊巧
fortunate	幸運
fortunately	有幸
fortune	好運
fortunetelling	算命
forty	四十
forward	在前
forwardlooking	前瞻
foshan	佛山市
fossil	化石
foster	提挈
fosterfather	義父
fostermother	義母
fosterparents	義父母
foucault	福柯
foul	卑污
foulmouthed	不乾不淨
found	開創
foundation	地基
founder	建立者
fountain	噴泉
fountainhead	源泉
four	四
foursided	四方
foursquare	方正
fourteen	十四
fourth	第四
fourway	四方
fowl	野禽
fox	狐狸
foxhole	避彈坑
foxspirit	狐狸精
fraction	分數
fracture	破裂
fragile	清脆
fragment	片斷
fragmentary	零星
fragments	細碎
fragrance	香氣
fragrant	芬香
frail	脆弱
frame	支架
frameup	冤獄
framework	架構
franc	法郎
france	法國
franchising	特許經營
francophobia	恐法症
frank	直率
frankincense	乳香
franklin	富蘭克林
frantic	狂暴
frappucino	冰沙
fraternity	兄弟會
fraud	作弊
fraudulent	作假
frauenkirche	聖母教堂
freak	反常
frederick	弗雷德裡克
free	自在
freedom	自由
freefall	自由落體
freeflowing	暢通
freestyle	自由式
freeware	免費軟件
freeze	結冰
freezer	冰箱
freight	載運
freighter	貨輪
french	法國
frenchman	法國人
frenetic	慌亂
frequency	次數
frequent	密切
frequently	不時
fresco	壁畫
fresh	新近
freshness	新鮮
freshwater	淡水
fricative	擦音
friction	摩擦
friday	星期五
fridge	電冰箱
fried	炒
friend	友人
friendliness	親切
friendly	好客
friends	儔
friendship	人情
fries	炸薯條
friesland	弗里斯蘭
fright	驚懼
frighten	使駭怕
frightened	驚怕
frightening	要命
frightful	可怕
frigid	寒冷
fringe	邊緣
frisbee	飛盤
frisk	抄身
frivolous	輕狂
frock	連衣裙
frog	青蛙
frogman	潛水員
frolic	嬉戲
from	從中
front	前面
frontier	國境
frontline	一線
frost	霜凍
frostbite	凍穿
frosty	霜白
froth	漚
frown	愁眉苦臉
frozen	冱
fructose	果糖
frugal	節約
fruit	生果
fruitful	產量多
fruitless	不結果
frustrated	失意
frustratedly	忽忽
frustration	挫折感
fry	用油炸
ftam	化痰
fuck	入肉
fuel	半山洲
fugitive	短暫
fujitsu	富士通
fulcrum	樞紐
fulfill	實踐
fulfilling	過癮
full	完全
fullback	後衛
fullbodied	豐腴
fume	臭味
fumes	煙霧
fumigate	燻蒸
fun	有意思
function	機能
functional	實用
functionality	功能性
functionary	公務員
fund	資金
fundamental	基本
funding	資金
fundraising	籌款
funds	資金
funeral	出殯
fungi	真菌
fungicide	殺真菌
fungus	真菌
funnel	漏斗
funny	搞笑
fur	火山口
furious	氣不忿兒
furiously	怒沖沖
furnace	爐子
furnish	提供
furnishings	陳設
furniture	家俱
furrow	畦
furs	皮草
further	而且
furthermore	還有
furthest	最遠
fury	火兒
fusang	扶桑
fuse	保險絲
fusion	核聚變
fussy	挑剔
futile	徒勞
future	前途
fuzzy	模糊
gabon	加蓬
gadfly	蜚
gadget	小玩意
gaelic	蓋爾
gag	城門谷
gaiety	歡樂
gailycolored	鮮艷
gain	得到
gains	果實
gait	步調
galactosemia	半乳糖血症
galapagos	加拉巴哥斯
galaxy	星系
gale	強風
galena	方鉛礦
galilee	加里肋亞
gall	膽汁
gallant	英勇
gallantly	雄赳赳
gallery	畫廊
gallinula	鷭
gallon	加崙
gallop	奔騰
gallstone	膽石症
galoshes	套鞋
gambia	岡比亞
gamble	打賭
gambling	摴
gamblinggame	蒱
game	比賽
gameboy	遊戲機
gamete	生殖細胞
gaming	博弈
gamma	珈
gang	一群
gangmaster	把頭
gangplank	跳板
gangrene	霉爛
gangster	光棍
gangway	梯板
gansu	肅
gap	起晒心
garage	車房
garbage	廢物
garden	花園
gardener	園丁
gardenia	梔
gardening	園藝
gardens	園林
gargle	漱流
garish	花哨
garland	花環
garlic	大蒜
garment	衣裝
garments	裳
garret	閣樓
garrison	警備
garrulous	貧氣
garter	襪帶
gas	公庵山
gasoline	汽油
gasp	嘆
gastritis	胃炎
gate	大門
gatecrash	闖入
gatecrasher	闖關者
gateway	出入口
gatha	偈
gather	收集
gathering	聚會
gauche	彆扭
gaudy	花哨
gauge	標準尺寸
gaul	高盧
gauze	紗布
gay	去晒邊
gaza	加沙
gaze	凝視
ge	台灣
gear	設備
gearbox	變速器
gearshaping	刨齒
gecko	壁虎
geisha	藝伎
gel	赤洲
gelatin	明膠
gelatinous	膠狀
geld	騸
gelderland	海爾德蘭
gem	台灣玉
gender	性別
gene	基因
genealogy	家譜
general	一般
generalization	概括化
generalize	概括
generalized	一般性
generally	一般
generate	生成
generated	生成
generation	一代
generous	大方
genesis	創世紀
genetic	基因
genetics	遺傳學
geneva	日內瓦
genial	和藹可親
genital	生殖
genitalia	私處
genitals	生殖器
genius	天才
genkwanin	芫花素
genoa	熱那亞
genocide	種族清洗
genome	基因組
genotype	基因型
genre	體裁
gentile	外邦人
gentle	文質彬彬
gentleman	先生
gently	徐徐
gentry	名流
genuine	真正
genus	種類
geochemistry	地球化學
geodesic	測地線
geodesy	大地測量學
geographer	地理學家
geography	地理
geologist	地質學家
geology	地質
geomancy	風水
geometry	幾何
geophysics	地球物理學
geopolitics	地緣政治學
georgetown	喬治城
georgia	喬治亞
geostrategic	地緣戰略
geothermal	地熱
geriatric	老齡
germ	細菌
german	德國
germanic	日耳曼
germanium	鈒
germany	德國
germinate	發芽
germs	病菌
gerund	動名詞
gestalt	完形
gestapo	蓋世太保
gestation	懷孕
gesticulate	比畫
gesture	比畫
get	得到
ghana	加納
ghent	根特
ghetto	居民區
ghost	異物
giant	巨大
gibbon	長臂猿
gibraltar	直布羅陀
giddy	頭昏
gif	高爾夫
gift	天才
gifted	天才
gifts	貢
giga	十億
gigabit	十億位元
gigantic	巨大
giggle	格格笑
gigolo	孌童
gil	走廊
gild	包金
gilded	鑲金
gill	峽谷
gills	腮
gilt	鍍金
gin	金酒
ginger	姜
gingerbread	薑餅
gingham	格子棉布
gingiva	齒齦
gingivitis	齒齦炎
ginkgo	白果
ginsen	蔘
ginseng	人參
giraffe	長頸鹿
gird	束緊
girdle	束腰
girl	女兒
girlfriend	女朋友
girth	腰圍
gist	大要
give	交給
giveandtake	交流
given	一定
giver	贈與者
giving	慷慨
gizzard	肫
